Date,Open,High,Low,Close,Adj Close,Volume
2015-02-13,3027.000000,3036.000000,3000.000000,3033.000000,3033.000000,2457
2015-02-16,3050.000000,3050.000000,3050.000000,3033.000000,3033.000000,1
2015-02-17,3054.000000,3054.000000,3003.000000,3045.000000,3045.000000,5835
2015-02-18,3060.000000,3060.000000,3040.000000,3040.000000,3040.000000,63
2015-02-19,3143.689941,3183.050049,3132.000000,3183.050049,3183.050049,3939
2015-02-20,3200.000000,3274.989990,3200.000000,3255.520020,3255.520020,927
2015-02-23,3273.500000,3273.500000,3123.000000,3145.000000,3145.000000,3143
2015-02-24,3054.000000,3061.500000,3037.000000,3046.550049,3046.550049,2452
2015-02-25,3045.500000,3080.000000,3045.000000,3064.989990,3064.989990,801
2015-02-26,3114.000000,3150.000000,3090.000000,3090.000000,3090.000000,1072
2015-02-27,3032.820068,3032.820068,3032.820068,3032.820068,3032.820068,172
2015-03-02,3030.000000,3030.000000,2930.139893,2945.010010,2945.010010,2470
2015-03-03,2936.250000,2995.000000,2936.250000,2995.000000,2995.000000,535
2015-03-04,2996.000000,3040.500000,2996.000000,3040.500000,3040.500000,553
2015-03-05,3058.689941,3100.000000,3034.260010,3060.000000,3060.000000,266
2015-03-06,3070.000000,3070.000000,3036.000000,3067.000000,3067.000000,496
2015-03-09,2930.000000,2935.000000,2914.000000,2929.729980,2929.729980,649
2015-03-10,2970.000000,3011.360107,2953.600098,2953.600098,2953.600098,254
2015-03-11,2982.270020,3030.000000,2982.270020,3005.000000,3005.000000,59
2015-03-12,2980.000000,2980.000000,2937.000000,2937.000000,2937.000000,549
2015-03-13,2926.000000,2926.000000,2910.000000,2910.000000,2910.000000,64
2015-03-17,2997.000000,3025.550049,2990.000000,2997.000000,2997.000000,413
2015-03-18,3028.010010,3031.000000,3020.000000,3023.000000,3023.000000,408
2015-03-19,3085.000000,3100.000000,2994.000000,2994.000000,2994.000000,850
2015-03-20,2965.000000,2980.000000,2944.000000,2975.000000,2975.000000,742
2015-03-23,2976.000000,2977.000000,2976.000000,2976.000000,2976.000000,102
2015-03-24,3007.000000,3007.000000,3000.000000,3000.000000,3000.000000,61
2015-03-25,2944.000000,2944.000000,2892.000000,2918.060059,2918.060059,1241
2015-03-26,2880.000000,2880.000000,2859.310059,2859.310059,2859.310059,72
2015-03-27,2857.000000,2857.000000,2770.000000,2782.000000,2782.000000,511
2015-03-30,2803.659912,2925.000000,2790.000000,2900.000000,2900.000000,670
2015-03-31,2946.270020,2946.270020,2901.000000,2901.000000,2901.000000,880
2015-04-01,2837.000000,2837.000000,2837.000000,2901.000000,2901.000000,1
2015-04-06,2960.000000,3065.300049,2960.000000,3034.000000,3034.000000,3035
2015-04-07,3026.000000,3035.000000,3006.000000,3030.000000,3030.000000,1316
2015-04-08,3079.500000,3105.000000,3079.500000,3099.000000,3099.000000,392
2015-04-09,3103.000000,3162.000000,3103.000000,3162.000000,3162.000000,4049
2015-04-10,3185.000000,3203.000000,3183.000000,3200.000000,3200.000000,2177
2015-04-13,3221.280029,3235.000000,3221.280029,3232.000000,3232.000000,517
2015-04-14,3142.159912,3160.000000,3120.000000,3160.000000,3160.000000,758
2015-04-15,3219.989990,3219.989990,3168.000000,3168.000000,3168.000000,58
2015-04-16,3155.000000,3155.000000,3133.000000,3133.000000,3133.000000,446
2015-04-17,3109.000000,3160.000000,3109.000000,3150.000000,3150.000000,230
2015-04-20,3140.000000,3175.000000,3140.000000,3175.000000,3175.000000,601
2015-04-21,3175.000000,3240.000000,3175.000000,3239.000000,3239.000000,311
2015-04-22,3270.010010,3415.000000,3270.010010,3403.000000,3403.000000,2232
2015-04-23,3368.000000,3380.000000,3365.000000,3365.000000,3365.000000,297
2015-04-24,3380.000000,3380.000000,3345.010010,3346.590088,3346.590088,171
2015-04-27,3499.989990,3650.000000,3499.989990,3560.000000,3560.000000,8526
2015-04-28,3569.000000,3569.000000,3512.139893,3515.000000,3515.000000,615
2015-04-29,3586.409912,3586.409912,3490.000000,3550.000000,3550.000000,4337
2015-04-30,3510.000000,3510.000000,3469.000000,3469.000000,3469.000000,318
2015-05-04,3613.500000,3613.500000,3560.699951,3560.699951,3560.699951,1384
2015-05-05,3621.000000,3674.300049,3531.000000,3578.469971,3578.469971,4016
2015-05-06,3522.000000,3551.000000,3522.000000,3551.000000,3551.000000,196
2015-05-07,3590.000000,3602.000000,3466.840088,3602.000000,3602.000000,919
2015-05-08,3595.899902,3595.899902,3566.659912,3581.919922,3581.919922,2724
2015-05-11,3582.840088,3695.000000,3582.840088,3677.000000,3677.000000,3564
2015-05-12,3740.000000,3780.000000,3730.000000,3755.000000,3755.000000,5118
2015-05-13,3733.500000,3762.649902,3711.229980,3736.780029,3736.780029,3551
2015-05-14,3660.000000,3700.000000,3660.000000,3697.229980,3697.229980,94
2015-05-15,3690.000000,3740.000000,3690.000000,3740.000000,3740.000000,141
2015-05-18,3749.989990,3780.000000,3720.000000,3780.000000,3780.000000,191
2015-05-19,3780.000000,3800.000000,3763.500000,3763.500000,3763.500000,2870
2015-05-20,3692.000000,3720.000000,3692.000000,3700.000000,3700.000000,229
2015-05-21,3710.000000,3749.989990,3710.000000,3725.000000,3725.000000,1483
2015-05-22,3760.000000,3782.989990,3760.000000,3760.000000,3760.000000,173
2015-05-25,3800.000000,3800.000000,3800.000000,3760.000000,3760.000000,4
2015-05-26,3756.000000,3848.560059,3756.000000,3792.000000,3792.000000,1276
2015-05-27,3786.239990,3807.149902,3786.239990,3788.000000,3788.000000,178
2015-05-28,3823.860107,3856.250000,3823.860107,3856.250000,3856.250000,6615
2015-05-29,3856.250000,3860.000000,3837.010010,3860.000000,3860.000000,175
2015-06-01,3860.000000,3868.500000,3860.000000,3868.500000,3868.500000,42
2015-06-02,3830.000000,3830.000000,3830.000000,3830.000000,3830.000000,18
2015-06-03,3830.010010,3868.500000,3830.010010,3845.000000,3845.000000,60
2015-06-04,3845.000000,3845.000000,3845.000000,3845.000000,3845.000000,11
2015-06-05,3870.000000,3914.949951,3870.000000,3914.949951,3914.949951,166
2015-06-08,3923.080078,4035.000000,3923.080078,4004.000000,4004.000000,2190
2015-06-09,3960.000000,4005.000000,3955.000000,3970.000000,3970.000000,1932
2015-06-10,3857.500000,3901.500000,3857.209961,3861.010010,3861.010010,1125
2015-06-11,3900.000000,3900.000000,3853.000000,3853.000000,3853.000000,305
2015-06-12,3870.000000,3870.000000,3870.000000,3870.000000,3870.000000,68
2015-06-15,3850.000000,3855.000000,3842.000000,3855.000000,3855.000000,54
2015-06-16,3894.000000,3930.600098,3894.000000,3895.000000,3895.000000,139
2015-06-17,3895.000000,4067.989990,3895.000000,4000.000000,4000.000000,1663
2015-06-18,3996.239990,4000.000000,3996.239990,4000.000000,4000.000000,94
2015-06-19,4000.000000,4037.000000,4000.000000,4037.000000,4037.000000,551
2015-06-22,4005.000000,4005.000000,3900.000000,3990.000000,3990.000000,1582
2015-06-23,4009.000000,4130.000000,4009.000000,4110.000000,4110.000000,766
2015-06-24,4100.000000,4114.000000,4080.000000,4114.000000,4114.000000,1280
2015-06-25,4115.000000,4216.629883,4115.000000,4174.220215,4174.220215,7985
2015-06-26,4140.000000,4182.100098,4140.000000,4169.500000,4169.500000,1736
2015-06-29,4130.000000,4152.799805,4089.080078,4095.000000,4095.000000,5565
2015-06-30,4149.000000,4238.250000,4149.000000,4236.990234,4236.990234,2406
2015-07-01,4294.879883,4325.069824,4245.000000,4256.200195,4256.200195,1447
2015-07-02,4400.000000,4400.000000,4279.009766,4369.000000,4369.000000,1141
2015-07-03,4434.790039,4450.000000,4396.310059,4369.000000,4369.000000,6
2015-07-06,4405.000000,4405.000000,4380.000000,4390.000000,4390.000000,87
2015-07-07,4303.000000,4303.000000,4135.000000,4234.399902,4234.399902,5870
2015-07-08,4100.000000,4107.000000,4020.010010,4028.810059,4028.810059,1268
2015-07-09,4134.000000,4134.000000,4087.000000,4087.000000,4087.000000,172
2015-07-10,4090.000000,4132.000000,4075.719971,4075.719971,4075.719971,451
2015-07-13,4085.000000,4103.000000,4060.350098,4103.000000,4103.000000,422
2015-07-14,4177.529785,4177.529785,4152.000000,4167.000000,4167.000000,598
2015-07-15,4177.529785,4180.000000,4156.000000,4162.500000,4162.500000,742
2015-07-16,4215.120117,4225.000000,4200.000000,4203.509766,4203.509766,7849
2015-07-17,4315.000000,4375.000000,4300.000000,4370.229980,4370.229980,4906
2015-07-20,4405.000000,4570.000000,4405.000000,4542.000000,4542.000000,9063
2015-07-21,4350.000000,4350.000000,4270.000000,4275.000000,4275.000000,2101
2015-07-22,4259.910156,4534.000000,4236.000000,4371.089844,4371.089844,2245
2015-07-23,4317.479980,4321.000000,4285.000000,4321.000000,4321.000000,2186
2015-07-24,4386.000000,4386.000000,4292.000000,4292.000000,4292.000000,231
2015-07-27,4237.000000,4237.000000,4100.000000,4110.000000,4110.000000,6808
2015-07-28,4110.000000,4310.000000,4107.000000,4300.000000,4300.000000,292
2015-07-29,4327.000000,4327.000000,4275.000000,4290.000000,4290.000000,1286
2015-07-30,4310.000000,4350.000000,4310.000000,4332.000000,4332.000000,155
2015-07-31,4280.529785,4303.000000,4280.529785,4280.529785,4280.529785,285
2015-08-03,4250.000000,4250.000000,4180.000000,4180.000000,4180.000000,131
2015-08-04,4187.000000,4331.000000,4187.000000,4330.299805,4330.299805,1529
2015-08-05,4311.540039,4425.000000,4311.540039,4423.640137,4423.640137,1122
2015-08-06,4100.000000,4124.890137,3885.000000,3994.510010,3994.510010,6924
2015-08-07,3926.000000,3926.000000,3860.000000,3900.790039,3900.790039,2779
2015-08-10,3880.000000,3935.020020,3821.000000,3884.469971,3884.469971,1347
2015-08-11,3875.459961,3880.489990,3840.000000,3876.149902,3876.149902,1157
2015-08-12,3800.000000,3884.389893,3800.000000,3877.500000,3877.500000,635
2015-08-13,3995.000000,4010.010010,3930.010010,3933.000000,3933.000000,440
2015-08-14,4016.620117,4028.709961,3986.000000,3986.000000,3986.000000,480
2015-08-17,4115.000000,4200.290039,4115.000000,4180.000000,4180.000000,3770
2015-08-18,4200.000000,4250.000000,4200.000000,4226.049805,4226.049805,5144
2015-08-19,4260.000000,4279.990234,4230.000000,4270.000000,4270.000000,1936
2015-08-20,4229.990234,4231.000000,4075.010010,4075.010010,4075.010010,1413
2015-08-21,3952.070068,4050.000000,3919.610107,3919.610107,3919.610107,2217
2015-08-24,3739.000000,3940.000000,3534.199951,3804.050049,3804.050049,3485
2015-08-25,3852.860107,3890.000000,3800.000000,3800.000000,3800.000000,4253
2015-08-26,3820.000000,3830.000000,3691.010010,3829.479980,3829.479980,2828
2015-08-27,3951.850098,4114.000000,3951.850098,4069.510010,4069.510010,7705
2015-08-28,4130.000000,4185.000000,4130.000000,4130.000000,4130.000000,274
2015-08-31,4161.509766,4253.500000,4151.520020,4160.000000,4160.000000,2949
2015-09-01,4100.000000,4110.000000,4030.000000,4030.000000,4030.000000,349
2015-09-02,4090.000000,4110.000000,4085.370117,4110.000000,4110.000000,1599
2015-09-03,4250.000000,4250.000000,4136.899902,4136.899902,4136.899902,850
2015-09-04,4100.000000,4100.000000,4100.000000,4100.000000,4100.000000,30
2015-09-07,4100.000000,4100.000000,4100.000000,4100.000000,4100.000000,0
2015-09-08,4150.000000,4175.529785,4150.000000,4172.310059,4172.310059,839
2015-09-09,4220.000000,4250.000000,4196.000000,4196.000000,4196.000000,1115
2015-09-10,4192.009766,4192.009766,4163.000000,4163.000000,4163.000000,261
2015-09-11,4184.000000,4185.000000,4184.000000,4185.000000,4185.000000,410
2015-09-14,4259.000000,4265.000000,4255.000000,4265.000000,4265.000000,1345
2015-09-15,4239.209961,4243.000000,4237.799805,4243.000000,4243.000000,2603
2015-09-17,4300.000000,4388.000000,4300.000000,4350.000000,4350.000000,2879
2015-09-18,4246.009766,4353.529785,4246.009766,4300.000000,4300.000000,244
2015-09-21,4363.000000,4500.000000,4324.000000,4395.000000,4395.000000,1421
2015-09-22,4395.000000,4395.000000,4349.000000,4395.000000,4395.000000,284
2015-09-23,4427.000000,4449.149902,4413.000000,4449.149902,4449.149902,1130
2015-09-24,4490.000000,4500.000000,4405.000000,4433.500000,4433.500000,249
2015-09-25,4472.000000,4472.000000,4440.089844,4440.089844,4440.089844,985
2015-09-28,4374.000000,4374.000000,4230.000000,4230.000000,4230.000000,1136
2015-09-29,4296.589844,4296.589844,4296.589844,4296.589844,4296.589844,34
2015-09-30,4247.500000,4247.500000,4120.000000,4120.000000,4120.000000,58
2015-10-01,4095.000000,4095.000000,4015.000000,4054.899902,4054.899902,229
2015-10-02,4054.899902,4140.000000,4040.000000,4140.000000,4140.000000,366
2015-10-05,4100.000000,4143.629883,4100.000000,4119.200195,4119.200195,81
2015-10-06,4000.000000,4022.000000,3937.000000,4021.429932,4021.429932,1673
2015-10-07,3858.219971,3900.000000,3800.000000,3845.790039,3845.790039,845
2015-10-08,3800.010010,3834.100098,3682.209961,3722.760010,3722.760010,3479
2015-10-09,3649.889893,3671.000000,3600.000000,3646.250000,3646.250000,1370
2015-10-12,3615.000000,3615.000000,3557.000000,3557.250000,3557.250000,417
2015-10-13,3621.590088,3680.000000,3621.590088,3646.570068,3646.570068,2764
2015-10-14,3600.000000,3645.850098,3580.000000,3582.000000,3582.000000,455
2015-10-15,3566.000000,3617.000000,3566.000000,3617.000000,3617.000000,806
2015-10-16,3733.000000,3753.000000,3712.000000,3726.290039,3726.290039,1687
2015-10-19,3773.000000,3808.750000,3771.300049,3771.300049,3771.300049,348
2015-10-20,3715.000000,3715.000000,3370.590088,3513.209961,3513.209961,7096
2015-10-21,3521.010010,3554.000000,3492.000000,3492.000000,3492.000000,1266
2015-10-22,3482.439941,3539.000000,3470.000000,3513.600098,3513.600098,1767
2015-10-23,3552.000000,3552.000000,3455.000000,3460.000000,3460.000000,936
2015-10-26,3485.000000,3565.679932,3485.000000,3564.899902,3564.899902,1267
2015-10-27,3565.000000,3567.610107,3427.199951,3488.399902,3488.399902,385
2015-10-28,3514.000000,3535.000000,3475.570068,3532.500000,3532.500000,913
2015-10-29,3533.000000,3533.000000,3514.010010,3533.000000,3533.000000,336
2015-10-30,3472.300049,3472.300049,3375.429932,3405.000000,3405.000000,740
2015-11-03,3504.000000,3504.000000,3435.000000,3441.989990,3441.989990,1919
2015-11-04,3730.000000,3839.989990,3726.000000,3820.000000,3820.000000,7649
2015-11-05,3821.000000,3872.189941,3792.409912,3838.000000,3838.000000,646
2015-11-06,3891.000000,3920.000000,3876.000000,3880.000000,3880.000000,1045
2015-11-09,3810.000000,3810.310059,3785.000000,3785.000000,3785.000000,460
2015-11-10,3704.000000,3704.000000,3636.000000,3636.000000,3636.000000,751
2015-11-11,3604.000000,3626.139893,3581.000000,3626.139893,3626.139893,409
2015-11-12,3626.139893,3661.199951,3585.610107,3593.000000,3593.000000,397
2015-11-13,3600.000000,3600.000000,3456.500000,3470.419922,3470.419922,763
2015-11-17,3512.000000,3623.989990,3512.000000,3600.000000,3600.000000,160
2015-11-18,3624.000000,3704.000000,3624.000000,3704.000000,3704.000000,1006
2015-11-19,3730.000000,3737.040039,3696.300049,3696.300049,3696.300049,495
2015-11-20,3672.000000,3676.060059,3558.290039,3648.979980,3648.979980,637
2015-11-23,3615.000000,3616.429932,3562.280029,3586.669922,3586.669922,876
2015-11-24,3597.699951,3636.000000,3572.000000,3636.000000,3636.000000,543
2015-11-25,3685.000000,3810.000000,3685.000000,3785.000000,3785.000000,3710
2015-11-26,3785.000000,3785.000000,3785.000000,3785.000000,3785.000000,10
2015-11-27,3800.000000,3849.989990,3800.000000,3849.989990,3849.989990,47
2015-11-30,3830.000000,3850.000000,3796.409912,3810.000000,3810.000000,1627
2015-12-01,3845.000000,3930.000000,3845.000000,3930.000000,3930.000000,1534
2015-12-02,3945.219971,3946.790039,3918.000000,3918.000000,3918.000000,620
2015-12-03,3918.000000,3920.000000,3907.000000,3907.000000,3907.000000,153
2015-12-04,3800.000000,3859.000000,3800.000000,3859.000000,3859.000000,279
2015-12-07,3846.000000,3977.989990,3846.000000,3900.010010,3900.010010,887
2015-12-08,3856.000000,3856.000000,3856.000000,3856.000000,3856.000000,35
2015-12-09,3853.000000,3853.000000,3802.989990,3828.600098,3828.600098,160
2015-12-10,3876.000000,3883.610107,3872.189941,3877.560059,3877.560059,688
2015-12-11,3881.000000,3881.000000,3881.000000,3881.000000,3881.000000,13
2015-12-14,3790.000000,3798.000000,3740.000000,3798.000000,3798.000000,178
2015-12-15,3788.590088,3788.590088,3770.000000,3785.199951,3785.199951,360
2015-12-16,3810.000000,3986.189941,3810.000000,3970.000000,3970.000000,875
2015-12-17,3970.000000,4030.000000,3969.860107,3987.000000,3987.000000,427
2015-12-18,3960.000000,3967.000000,3934.790039,3935.000000,3935.000000,370
2015-12-21,3968.060059,4007.000000,3946.800049,3993.100098,3993.100098,331
2015-12-22,4040.000000,4050.000000,3972.000000,3982.810059,3982.810059,1776
2015-12-23,3975.330078,3975.330078,3920.010010,3950.000000,3950.000000,3551
2015-12-24,3950.000000,3950.000000,3950.000000,3950.000000,3950.000000,0
2015-12-28,3964.899902,3964.899902,3964.899902,3950.000000,3950.000000,2
2015-12-29,4035.000000,4058.379883,4035.000000,4058.379883,4058.379883,43
2015-12-30,4120.000000,4199.990234,4120.000000,4180.000000,4180.000000,471
2015-12-31,4199.000000,4200.000000,4180.000000,4180.000000,4180.000000,209
2016-01-04,4000.000000,4000.000000,3831.000000,3867.669922,3867.669922,804
2016-01-05,3850.000000,3864.909912,3850.000000,3864.909912,3864.909912,188
2016-01-06,3818.000000,3840.000000,3785.229980,3785.229980,3785.229980,225
2016-01-07,3785.229980,3841.790039,3785.229980,3800.000000,3800.000000,205
2016-01-08,3912.000000,3915.000000,3800.000000,3810.000000,3810.000000,416
2016-01-11,3810.000000,3810.000000,3666.659912,3666.659912,3666.659912,755
2016-01-12,3733.310059,3781.290039,3700.000000,3730.000000,3730.000000,527
2016-01-13,3749.429932,3749.429932,3600.000000,3607.000000,3607.000000,1808
2016-01-14,3490.000000,3679.399902,3490.000000,3667.000000,3667.000000,871
2016-01-15,3656.000000,3718.500000,3629.709961,3718.500000,3718.500000,1608
2016-01-18,3700.000000,3700.000000,3700.000000,3718.500000,3718.500000,4
2016-01-19,3718.500000,3752.000000,3699.000000,3699.000000,3699.000000,253
2016-01-20,3663.000000,3674.500000,3586.000000,3627.600098,3627.600098,1022
2016-01-21,3701.399902,3730.000000,3701.399902,3730.000000,3730.000000,145
2016-01-22,3730.000000,3730.000000,3700.000000,3700.000000,3700.000000,497
2016-01-25,3700.070068,3723.399902,3685.600098,3685.600098,3685.600098,409
2016-01-26,3537.000000,3590.000000,3530.000000,3550.959961,3550.959961,1403
2016-01-27,3530.010010,3539.149902,3495.590088,3495.590088,3495.590088,1517
2016-01-28,3373.000000,3495.000000,3373.000000,3473.870117,3473.870117,689
2016-01-29,3482.000000,3482.000000,3455.000000,3455.610107,3455.610107,177
2016-02-02,3522.100098,3522.100098,3346.000000,3346.000000,3346.000000,1294
2016-02-03,3380.000000,3380.000000,3134.000000,3186.699951,3186.699951,1300
2016-02-04,3300.000000,3300.000000,3091.169922,3194.000000,3194.000000,853
2016-02-05,3125.000000,3125.000000,2930.679932,3001.600098,3001.600098,1878
2016-02-08,2822.000000,2885.000000,2746.830078,2760.010010,2760.010010,1931
2016-02-09,2654.000000,2888.989990,2654.000000,2812.379883,2812.379883,4626
2016-02-10,2880.989990,2911.800049,2700.000000,2710.100098,2710.100098,3112
2016-02-11,2850.000000,3070.000000,2850.000000,2940.000000,2940.000000,2199
2016-02-12,2950.010010,2950.010010,2790.000000,2855.000000,2855.000000,1559
2016-02-15,2880.000000,2880.000000,2832.000000,2855.000000,2855.000000,8
2016-02-16,3010.000000,3033.149902,2905.010010,2920.000000,2920.000000,3325
2016-02-17,3049.989990,3100.000000,2992.500000,3100.000000,3100.000000,1969
2016-02-18,3105.000000,3105.000000,3014.459961,3052.500000,3052.500000,1398
2016-02-19,3015.000000,3051.500000,3000.000000,3015.000000,3015.000000,2887
2016-02-22,3148.189941,3210.000000,3148.189941,3210.000000,3210.000000,1013
2016-02-23,3263.000000,3285.000000,3206.000000,3268.000000,3268.000000,794
2016-02-24,3160.000000,3260.000000,3160.000000,3260.000000,3260.000000,195
2016-02-25,3282.989990,3389.989990,3200.409912,3365.659912,3365.659912,966
2016-02-26,3400.000000,3463.189941,3400.000000,3463.000000,3463.000000,693
2016-02-29,3500.000000,3520.000000,3470.500000,3479.000000,3479.000000,1244
2016-03-01,3482.000000,3519.989990,3300.000000,3350.620117,3350.620117,2711
2016-03-02,3340.000000,3350.000000,3258.010010,3300.000000,3300.000000,946
2016-03-03,3316.500000,3492.000000,3316.500000,3492.000000,3492.000000,221
2016-03-04,3537.250000,3625.000000,3502.810059,3565.000000,3565.000000,32761
2016-03-07,3590.800049,3686.399902,3560.409912,3660.000000,3660.000000,15051
2016-03-08,3701.399902,3701.399902,3632.500000,3636.550049,3636.550049,2831
2016-03-09,3627.000000,3700.000000,3627.000000,3700.000000,3700.000000,778
2016-03-10,3730.000000,3730.000000,3645.000000,3688.760010,3688.760010,201
2016-03-11,3664.000000,3664.000000,3663.000000,3663.000000,3663.000000,283
2016-03-14,3740.169922,3840.000000,3740.169922,3835.000000,3835.000000,712
2016-03-15,3825.030029,3916.989990,3825.030029,3911.320068,3911.320068,637
2016-03-16,3943.469971,3945.000000,3920.000000,3920.000000,3920.000000,260
2016-03-17,3910.850098,3970.000000,3875.000000,3934.239990,3934.239990,787
2016-03-18,3970.000000,4065.000000,3970.000000,4046.600098,4046.600098,768
2016-03-22,4090.000000,4151.290039,4011.199951,4040.000000,4040.000000,961
2016-03-23,3990.000000,4012.399902,3918.000000,3918.000000,3918.000000,1192
2016-03-28,4000.000000,4112.399902,3998.989990,4025.000000,4025.000000,741
2016-03-29,4017.219971,4017.219971,3940.000000,3984.000000,3984.000000,1088
2016-03-30,4007.250000,4007.250000,3910.810059,3916.550049,3916.550049,755
2016-03-31,3987.000000,4110.000000,3968.000000,3975.040039,3975.040039,703
2016-04-01,4137.000000,4245.000000,4056.000000,4133.799805,4133.799805,2653
2016-04-04,4250.000000,4385.000000,4244.000000,4315.000000,4315.000000,10905
2016-04-05,4250.000000,4548.000000,4250.000000,4527.100098,4527.100098,2207
2016-04-06,4638.000000,4734.459961,4585.000000,4682.799805,4682.799805,2235
2016-04-07,4737.000000,4737.000000,4575.000000,4576.000000,4576.000000,5312
2016-04-08,4580.000000,4612.000000,4424.799805,4430.000000,4430.000000,1282
2016-04-11,4346.549805,4554.399902,4302.799805,4415.500000,4415.500000,836
2016-04-12,4400.000000,4400.000000,4268.500000,4328.000000,4328.000000,611
2016-04-13,4398.000000,4450.000000,4357.609863,4450.000000,4450.000000,1048
2016-04-14,4395.000000,4395.000000,4376.830078,4377.379883,4377.379883,7635
2016-04-15,4410.600098,4410.600098,4410.600098,4377.379883,4377.379883,1
2016-04-18,4430.000000,4432.899902,4429.000000,4432.899902,4432.899902,355
2016-04-19,4430.000000,4430.000000,4236.000000,4299.600098,4299.600098,3777
2016-04-20,4351.000000,4360.000000,4330.000000,4330.000000,4330.000000,1065
2016-04-21,4348.000000,4355.000000,4330.500000,4340.000000,4340.000000,198
2016-04-22,4325.770020,4383.000000,4290.000000,4383.000000,4383.000000,743
2016-04-25,4429.200195,4499.990234,4423.810059,4423.810059,4423.810059,8470
2016-04-26,4380.000000,4437.000000,4380.000000,4437.000000,4437.000000,298
2016-04-27,4363.990234,4366.000000,4341.149902,4341.149902,4341.149902,285
2016-04-28,4340.000000,4354.000000,4280.000000,4297.000000,4297.000000,228
2016-04-29,4230.000000,4230.000000,4102.810059,4140.000000,4140.000000,328
2016-05-02,4135.000000,4173.000000,4060.000000,4172.060059,4172.060059,1345
2016-05-03,4100.000000,4117.000000,4090.810059,4117.000000,4117.000000,539
2016-05-04,4148.470215,4148.470215,3915.600098,3963.669922,3963.669922,4083
2016-05-05,3995.000000,3995.000000,3770.000000,3775.000000,3775.000000,7509
2016-05-06,3811.000000,3860.000000,3811.000000,3833.000000,3833.000000,462
2016-05-09,3838.000000,3838.000000,3792.000000,3800.000000,3800.000000,248
2016-05-10,3800.000000,3800.000000,3715.000000,3745.320068,3745.320068,454
2016-05-11,3791.389893,3859.000000,3760.000000,3760.000000,3760.000000,509
2016-05-12,3770.000000,3770.000000,3680.000000,3732.330078,3732.330078,711
2016-05-13,3783.000000,3808.500000,3783.000000,3804.989990,3804.989990,229
2016-05-16,3850.000000,3870.000000,3786.800049,3790.000000,3790.000000,930
2016-05-17,3819.899902,3819.899902,3732.399902,3760.000000,3760.000000,827
2016-05-18,3862.000000,3987.989990,3858.989990,3882.000000,3882.000000,2115
2016-05-19,4000.000000,4000.000000,3850.000000,3980.889893,3980.889893,980
2016-05-20,3988.500000,4041.000000,3988.500000,4038.270020,4038.270020,1146
2016-05-23,4039.000000,4084.989990,4000.000000,4009.709961,4009.709961,1794
2016-05-24,4021.959961,4036.350098,3975.000000,4030.000000,4030.000000,1433
2016-05-25,4012.000000,4080.000000,4012.000000,4058.000000,4058.000000,1103
2016-05-26,4067.000000,4160.000000,4067.000000,4141.500000,4141.500000,1066
2016-05-27,4115.009766,4130.870117,4085.000000,4120.000000,4120.000000,402
2016-05-30,4126.180176,4126.180176,4126.180176,4120.000000,4120.000000,1
